id,wikidata_id,name,gender,birthdate,birthplace,latitude,longitude,pcs_id,weight_kg,height_m,total_wins,current_team,wikipedia_url,fetched_at
824,Q124048764,Caroline Geldorf,kvinde,1995-05-11,Holte,55.810939,12.473536,300167,,,0,,https://da.wikipedia.org/wiki/Caroline_Geldorf,2026-04-06T16:04:24.844961+00:00
825,Q111803145,Caroline Kirk Schad,kvinde,1997-04-01,Virum,55.7917,12.4597,283411,,,0,,"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B4,_%D0%9A%D0%B0%D1%80%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5",2026-04-06T16:04:35.358828+00:00
826,Q639427,Casper Jørgensen,mand,1985-08-20,Årslev,55.3029,10.4642,219703,,,0,,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B3%D9%BE%D8%B1_%DB%8C%D9%88%D8%B1%D9%86%D8%B3%D9%86,2026-04-06T16:04:45.758338+00:00
827,Q20109709,Casper Pedersen,mand,1996-03-15,København,55.676111111,12.568888888,176731,71.0,1.86,0,,https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D8%B3%D8%A8%D8%B1_%D8%A8%D9%8A%D8%AF%D8%B1%D8%B3%D9%8A%D9%86,2026-04-06T16:04:56.975878+00:00
116,Q125855988,Casper Saltoft,mand,1984-01-05,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9A%D0%B0%D1%81%D0%BF%D0%B5%D1%80_%D0%A1%D0%B0%D0%BB%D1%8C%D1%82%D0%BE%D1%84%D1%82",2026-04-06T15:50:01.217116+00:00
828,Q1048164,Casper von Folsach,mand,1993-03-30,Gentofte Kommune,55.750472,12.552073,157818,81.0,1.91,0,,https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%8F%80%C2%B7%E5%86%AF%C2%B7%E7%A6%8F%E5%B0%94%E8%90%A8%E8%B5%AB,2026-04-06T16:05:07.448145+00:00
829,Q2471605,Cathrine Grage,kvinde,1976-10-13,Karlslunde,55.5722,12.2242,141075,,,0,,"https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D1%88,_%D0%9A%D0%B0%D1%82%D1%80%D0%B8%D0%BD",2026-04-06T16:05:18.396840+00:00
830,Q19968758,Cecilie Uttrup Ludwig,kvinde,1995-08-23,Herlev,55.731,12.424,168160,,,0,,https://zh.wikipedia.org/wiki/%E5%A1%9E%E8%A5%BF%E8%8E%89%C2%B7%E4%B9%8C%E7%89%B9%E9%B2%81%E6%99%AE%C2%B7%E5%8D%A2%E5%BE%B7%E7%BB%B4%E6%A0%BC,2026-04-06T16:05:28.953740+00:00
831,Q5078749,Charles Hansen,mand,1891-04-23,København,55.676111111,12.568888888,253320,,,0,,https://pt.wikipedia.org/wiki/Charles_Hansen,2026-04-06T16:05:39.813425+00:00
832,Q2959813,Charles Meyer,mand,1868-03-16,Flensborg,54.781944444,9.436666666,172567,72.0,1.7,0,,https://sv.wikipedia.org/wiki/Charles_Meyer,2026-04-06T16:05:50.327877+00:00
833,Q447792,Chris Anker Sørensen,mand,1984-09-05,Hammel,56.25,9.866666666,140579,64.0,1.85,0,,https://vo.wikipedia.org/wiki/Chris_Anker_S%C3%B8rensen,2026-04-06T16:06:01.146575+00:00
834,Q167704,Christian Andersen,mand,1967-06-18,Viborg,56.45,9.4,173265,71.0,1.89,0,,https://nl.wikipedia.org/wiki/Christian_Andersen,2026-04-06T16:06:12.403529+00:00
124,Q15998506,Christian Frisch,mand,1891-07-03,København,55.676111111,12.568888888,,,,0,,https://de.wikipedia.org/wiki/Christian_Frisch_(Radsportler),2026-04-06T15:50:01.217116+00:00
125,Q1080434,Christian Ingeman,mand,1873-12-09,,,,,,,0,,https://simple.wikipedia.org/wiki/Christian_Ingemann_Petersen,2026-04-06T15:50:01.217116+00:00
126,Q16209797,Christian Johansen,mand,,,,,,,,0,,https://pt.wikipedia.org/wiki/Johan_Johansen,2026-04-06T15:50:01.217116+00:00
835,Q1080641,Christian Knørr,mand,1985-08-05,Danmark,56.0,10.0,116561,,,0,,https://nl.wikipedia.org/wiki/Christian_Kn%C3%B8rr,2026-04-06T16:06:23.848356+00:00
836,Q98375153,Christian Lindquist,mand,1997-08-05,Dragør,55.5925,12.672222222,189659,,,0,,https://fr.wikipedia.org/wiki/Christian_Lindquist,2026-04-06T16:06:34.937545+00:00
837,Q1080523,Christian Moberg,mand,1987-11-13,Odder,55.9725,10.149722222,139719,73.0,1.94,0,,https://de.wikipedia.org/wiki/Christian_J%C3%B8rgensen,2026-04-06T16:06:45.383680+00:00
838,Q2965532,Christian Pedersen,mand,1920-09-17,Horsens,55.861944444,9.851944444,236485,,,0,,https://pl.wikipedia.org/wiki/Christian_Pedersen_(kolarz),2026-04-06T16:06:56.524261+00:00
131,Q88520854,Christian Poulsen,mand,1979-01-01,Kolding,55.490833333,9.472222222,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%83%D0%BB%D1%8C%D1%81%D0%B5%D0%BD,_%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA)",2026-04-06T15:50:01.217116+00:00
839,Q1081511,Christian Ranneries,mand,1988-05-05,Næstved,55.23333333,11.76666667,132068,,,0,,https://fr.wikipedia.org/wiki/Christian_Ranneries,2026-04-06T16:07:07.113009+00:00
840,Q100715719,Christian Spang Kjeldsen,mand,2002-08-14,Silkeborg,56.166666666,9.55,241547,69.0,1.82,0,,https://da.wikipedia.org/wiki/Christian_Spang_Kjeldsen,2026-04-06T16:07:17.896204+00:00
134,Q125860091,Christian Svendsen,mand,1996-04-12,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D0%BD%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA)",2026-04-06T15:50:01.217116+00:00
841,Q106279769,Christina Bragh Lorenzen,kvinde,1995-12-08,Varde,55.62,8.480555555,271167,71.0,1.79,0,,https://da.wikipedia.org/wiki/Christina_Bragh_Lorenzen,2026-04-06T16:07:28.833737+00:00
842,Q12306291,Christina Siggaard,kvinde,1994-03-24,Gammel Rye,56.0783,9.7014,157828,67.0,1.78,0,,https://nl.wikipedia.org/wiki/Christina_Siggaard,2026-04-06T16:07:39.323499+00:00
843,Q17562032,Christoffer Lisson,mand,1995-11-28,Kalundborg,55.681388888,11.085,169969,73.0,1.94,0,,https://fr.wikipedia.org/wiki/Christoffer_Lisson,2026-04-06T16:07:49.903827+00:00
844,Q733963,Christopher Juul-Jensen,mand,1989-07-06,Kilmacanogue,53.167494,-6.136454,140300,73.0,1.83,0,,"https://ru.wikipedia.org/wiki/%D0%AE%D0%BB%D1%8C-%D0%99%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%BE%D1%84%D0%B5%D1%80",2026-04-06T16:08:00.493957+00:00
139,Q125859986,Claus Crone,mand,1978-01-17,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D0%BD%D0%B5,_%D0%9A%D0%BB%D0%B0%D1%83%D1%81",2026-04-06T15:50:01.217116+00:00
845,Q1098718,Claus Michael Møller,mand,1968-10-03,Hjørring,57.46,9.986666666,115483,70.0,1.82,0,,"https://ru.wikipedia.org/wiki/%D0%9C%D1%91%D0%BB%D0%BB%D0%B5%D1%80,_%D0%9A%D0%BB%D0%B0%D1%83%D1%81_%D0%9C%D0%B8%D0%BA%D0%B0%D1%8D%D0%BB%D1%8C",2026-04-06T16:08:11.085872+00:00
141,Q20065168,Claus Rasmussen,mand,1957-12-31,Svendborg,55.059722222,10.61,,,,0,,https://pt.wikipedia.org/wiki/Claus_Rasmussen,2026-04-06T15:50:01.217116+00:00
846,Q111804450,Conrad Haugsted,mand,2005-01-13,Islands Brygge,55.66666667,12.58333333,270134,,,0,,https://en.wikipedia.org/wiki/Conrad_Haugsted,2026-04-06T16:08:21.787033+00:00
847,Q109768515,Curt Trusell,mand,1940-04-05,København,55.676111111,12.568888888,252716,,,0,,https://de.wikipedia.org/wiki/Curt_Trusell,2026-04-06T16:08:32.519968+00:00
144,Q112701251,Cæcilie Rueløkke Christoffersen,kvinde,1992-05-24,Svendborg,55.059722222,10.61,,,,0,,https://da.wikipedia.org/wiki/C%C3%A6cilie_Ruel%C3%B8kke_Christoffersen,2026-04-06T15:50:01.217116+00:00
848,Q1159069,Dan Frost,mand,1961-05-22,Frederiksberg,55.6779,12.5327,216310,,,0,,https://pt.wikipedia.org/wiki/Dan_Frost,2026-04-06T16:08:42.932922+00:00
849,Q115203515,Daniel Brockhoff,mand,2005-11-29,Tranbjerg,56.095833333,10.136111111,270128,,,0,,"https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%BA%D1%85%D0%BE%D1%84%D1%84,_%D0%94%D0%B0%D0%BD%D0%B8%D0%B5%D0%BB%D1%8C",2026-04-06T16:08:53.481608+00:00
850,Q204546,Daniel Foder,mand,1983-04-07,Silkeborg,56.166666666,9.55,139815,,,0,,https://fr.wikipedia.org/wiki/Daniel_Foder,2026-04-06T16:09:03.992208+00:00
851,Q106864123,Daniel Guld,mand,2000-12-09,Tilst,56.192,10.11,242839,67.0,1.83,0,,https://da.wikipedia.org/wiki/Daniel_Guld,2026-04-06T16:09:14.538296+00:00
852,Q212146,Daniel Kreutzfeldt,mand,1987-11-19,Roskilde,55.641666666,12.080833333,124015,,,0,,https://pt.wikipedia.org/wiki/Daniel_Kreutzfeldt,2026-04-06T16:09:25.921849+00:00
853,Q28970640,Daniel Lyhne,mand,1996-03-03,Skive,56.566666666,9.026944444,186976,61.0,1.77,0,,"https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%BD%D0%B5,_%D0%94%D0%B0%D0%BD%D0%B8%D0%B5%D0%BB%D1%8C",2026-04-06T16:09:36.354245+00:00
854,Q104166378,Daniel Stampe,mand,1996-07-27,Gentofte,55.7517,12.5508,209393,79.0,1.89,0,,https://nl.wikipedia.org/wiki/Daniel_Stampe,2026-04-06T16:09:46.868335+00:00
855,Q109575935,Daniel Weis Nielsen,mand,2005-07-17,Roskilde,55.641666666,12.080833333,270117,60.0,1.66,0,,https://fr.wikipedia.org/wiki/Daniel_Weis,2026-04-06T16:09:57.682078+00:00
856,Q2706615,Danny Jonasson,mand,1974-10-01,Hørsholm,55.878611111,12.499166666,114059,,,0,,https://fr.wikipedia.org/wiki/Danny_Jonasson,2026-04-06T16:10:08.169715+00:00
857,Q104099076,Dennis Lock,mand,2002-05-17,Kolding,55.490833333,9.472222222,244542,58.0,1.76,0,,https://fr.wikipedia.org/wiki/Dennis_Lock,2026-04-06T16:10:18.680688+00:00
155,Q1226923,Dion Åkerstrøm,mand,1973-05-20,Frederiksberg,55.6779,12.5327,,,,0,,https://de.wikipedia.org/wiki/Dion_%C3%85kerstr%C3%B8m,2026-04-06T15:50:01.217116+00:00
156,Q112162639,Dorte Balle,kvinde,1997-05-31,Nykøbing Mors,56.7981,8.8622,,,,0,,https://da.wikipedia.org/wiki/Dorte_Balle,2026-04-06T15:50:01.217116+00:00
858,Q12308859,Dorte Lohse,kvinde,1971-03-16,Silkeborg,56.166666666,9.55,134532,,,0,,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BC%D1%83%D1%81%D1%81%D0%B5%D0%BD,_%D0%94%D0%BE%D1%80%D1%82%D0%B5_%D0%9B%D0%BE%D0%B7%D0%B5",2026-04-06T16:10:29.292838+00:00
859,Q31137817,Dávur Magnussen,mand,1995-02-28,,,,209396,75.0,1.79,0,,https://fo.wikipedia.org/wiki/D%C3%A1vur_Magnussen,2026-04-06T16:10:40.000744+00:00
159,Q59554,Edmund Hansen,mand,1900-09-09,Odense,55.4,10.383333333,,,,0,,https://es.wikipedia.org/wiki/Edmund_Hansen,2026-04-06T15:50:01.217116+00:00
160,Q1294962,Edwin Schrader,mand,1900-01-01,,,,,,,0,,https://pl.wikipedia.org/wiki/Edwin_Schrader,2026-04-06T15:50:01.217116+00:00
860,Q18353035,Eigil Sørensen,mand,1948-06-24,Region Syddanmark,55.333333333,9.666666666,258419,68.0,1.77,0,,https://pt.wikipedia.org/wiki/Eigil_S%C3%B8rensen,2026-04-06T16:10:50.438604+00:00
861,Q99901075,Ellen Hjøllund Klinge,kvinde,2000-12-31,Strib,55.5367,9.7722,216388,,,0,,https://de.wikipedia.org/wiki/Ellen_Klinge,2026-04-06T16:11:01.419003+00:00
862,Q633093,Eluf Dalgaard,mand,1929-05-26,Vejle,55.708333333,9.533333333,183104,,,0,,https://cs.wikipedia.org/wiki/Eluf_Dalgaard,2026-04-06T16:11:12.077997+00:00
863,Q37793152,Emil Bækhøj Halvorsen,mand,1994-04-18,Aarhus,56.156388888,10.209722222,180386,,,0,,https://fr.wikipedia.org/wiki/Emil_B%C3%A6kh%C3%B8j,2026-04-06T16:11:22.838738+00:00
864,Q109367460,Emil Feldberg Hansen,mand,2003-04-06,Holbæk,55.7181,11.7103,256771,,,0,,https://da.wikipedia.org/wiki/Emil_Feldberg_Hansen,2026-04-06T16:11:33.745105+00:00
166,Q1336252,Emil Hovmand,mand,1991-07-15,,,,,,,0,,https://de.wikipedia.org/wiki/Emil_Hovmand,2026-04-06T15:50:01.217116+00:00
865,Q133457766,Emil Nymand Nielsen,mand,2006-04-13,Lillerød,55.8708,12.356,330703,56.0,1.68,0,,https://da.wikipedia.org/wiki/Emil_Nymand_Nielsen,2026-04-06T16:11:44.899127+00:00
866,Q98685705,Emil Schandorff Iwersen,mand,2002-08-15,København,55.676111111,12.568888888,240122,62.0,1.83,0,,https://da.wikipedia.org/wiki/Emil_Schandorff_Iwersen,2026-04-06T16:11:55.397900+00:00
867,Q20736152,Emil Toudal,mand,1996-05-28,Rønne,55.1,14.7,190402,72.0,1.87,0,,https://nl.wikipedia.org/wiki/Emil_Toudal,2026-04-06T16:12:06.801830+00:00
868,Q28099968,Emil Vinjebo,mand,1994-03-24,Gadstrup,55.5686,12.0925,168774,67.0,1.81,0,,https://nl.wikipedia.org/wiki/Emil_Vinjebo,2026-04-06T16:12:17.463666+00:00
171,Q124167800,Emma Lund,kvinde,1997-07-02,,,,,,,0,,https://en.wikipedia.org/wiki/Emma_Lund,2026-04-06T15:50:01.217116+00:00
869,Q131102156,Emma Lyngholm,kvinde,1995-05-18,,,,324613,,,0,,"https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%BD%D0%B3%D1%85%D0%BE%D0%BB%D1%8C%D0%BC,_%D0%AD%D0%BC%D0%BC%D0%B0",2026-04-06T16:12:28.225680+00:00
870,Q25170737,Emma Norsgaard Bjerg,kvinde,1999-07-26,Silkeborg,56.166666666,9.55,197113,65.0,1.72,0,,https://zh.wikipedia.org/wiki/%E5%9F%83%E7%8E%9B%C2%B7%E8%AF%BA%E6%96%AF%E6%88%88%E5%B0%94,2026-04-06T16:12:38.851007+00:00
871,Q123044983,Erik Aagaard,mand,1996-09-05,Lisbjerg,56.2206,10.17,302781,,,0,,"https://ru.wikipedia.org/wiki/%D0%9E%D0%B3%D0%BE%D1%80,_%D0%AD%D1%80%D0%B8%D0%BA",2026-04-06T16:12:49.486558+00:00
872,Q16009190,Erik Andersen,mand,1902-08-15,Sjælland,55.57,11.89,250130,,,0,,https://pt.wikipedia.org/wiki/Erik_Andersen,2026-04-06T16:13:00.273032+00:00
176,Q17388362,Erik Friis,mand,1916-01-23,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Erik_Friis,2026-04-06T15:50:01.217116+00:00
177,Q2692852,Erik Kjeldsen,mand,1890-10-20,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Erik_Kjeldsen,2026-04-06T15:50:01.217116+00:00
178,Q112079837,Erik Skelde,mand,1944-07-15,,,,,,,0,,https://de.wikipedia.org/wiki/Erik_Skelde,2026-04-06T15:50:01.217116+00:00
179,Q43294564,Ernst Albin Hansen,mand,1969-11-06,Roskilde,55.641666666,12.080833333,,,,0,,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81%D0%B5%D0%BD,_%D0%AD%D1%80%D0%BD%D1%81%D1%82",2026-04-06T15:50:01.217116+00:00
180,Q12310752,Evan Klamer,mand,1923-01-15,København,55.676111111,12.568888888,,,,0,,https://sv.wikipedia.org/wiki/Evan_Klamer,2026-04-06T15:50:01.217116+00:00
873,Q61659339,Fie Østerby,kvinde,1992-05-10,Juelsminde,55.7062,10.0155,211047,,,0,,https://da.wikipedia.org/wiki/Fie_%C3%98sterby,2026-04-06T16:13:10.770096+00:00
182,Q17579996,Flemming Hansen,mand,1944-02-11,Køge,55.45,12.183333333,,,,0,,https://pt.wikipedia.org/wiki/Flemming_Hansen,2026-04-06T15:50:01.217116+00:00
183,Q109529539,Flemming Wewer,mand,1943-11-23,Helsinge,56.02194,12.19944,,,,0,,https://de.wikipedia.org/wiki/Flemming_Wewer,2026-04-06T15:50:01.217116+00:00
184,Q16545505,Flemming Wisborg,mand,1943-01-01,København,55.676111111,12.568888888,,,,0,,https://pl.wikipedia.org/wiki/Flemming_Wisborg,2026-04-06T15:50:01.217116+00:00
874,Q951784,Frank Høj,mand,1973-01-04,Holte,55.810939,12.473536,126076,80.0,1.86,0,,https://sv.wikipedia.org/wiki/Frank_H%C3%B8j,2026-04-06T16:13:21.442974+00:00
875,Q1452642,Freddy Eugen,mand,1941-02-04,København,55.676111111,12.568888888,195322,,,0,,https://sv.wikipedia.org/wiki/Freddy_Eugen,2026-04-06T16:13:32.349592+00:00
187,Q12312263,Frede Toxværd,mand,1941-01-01,,,,,,,0,,https://da.wikipedia.org/wiki/Frede_Toxv%C3%A6rd,2026-04-06T15:50:01.217116+00:00
876,Q87137907,Frederik Bertelsen,mand,1974-04-24,København,55.676111111,12.568888888,233438,,,0,,https://en.wikipedia.org/wiki/Frederik_Bertelsen,2026-04-06T16:13:43.037645+00:00
877,Q109533343,Frederik Bjørn Sørensen,mand,2003-05-18,Aarhus,56.156388888,10.209722222,256768,,,0,,https://da.wikipedia.org/wiki/Frederik_Bj%C3%B8rn_S%C3%B8rensen,2026-04-06T16:13:53.658594+00:00
878,Q106864496,Frederik Erringsø,mand,2002-07-31,Svogerslev,55.6339,12.0111,240698,67.0,1.83,0,,https://da.wikipedia.org/wiki/Frederik_Errings%C3%B8,2026-04-06T16:14:04.492586+00:00
879,Q55989247,Frederik Irgens Jensen,mand,1999-09-10,Fuglebjerg,55.3019,11.5431,201708,75.0,1.96,0,,https://fr.wikipedia.org/wiki/Frederik_Irgens,2026-04-06T16:14:15.549286+00:00
192,Q18222020,Frederik Lind Plesner,mand,1994-01-03,,,,,,,0,,https://fr.wikipedia.org/wiki/Frederik_Plesner,2026-04-06T15:50:01.217116+00:00
880,Q109540470,Frederik Lykke,mand,2004-04-01,Silkeborg,56.166666666,9.55,270677,,,0,,https://da.wikipedia.org/wiki/Frederik_Lykke,2026-04-06T16:14:26.537757+00:00
881,Q54622403,Frederik Muff,mand,1993-08-02,Esbjerg,55.470833333,8.451388888,188046,78.0,1.95,0,,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81%D0%B5%D0%BD,_%D0%A4%D1%80%D0%B5%D0%B4%D0%B5%D1%80%D0%B8%D0%BA_%D0%9C%D1%83%D1%84%D1%84",2026-04-06T16:14:37.402633+00:00
882,Q23008098,Frederik Rodenberg,mand,1998-01-22,Værløse,55.7828,12.37,188791,73.0,1.9,0,,"https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B5%D0%BD%D0%B1%D0%B5%D1%80%D0%B3,_%D0%A4%D1%80%D0%B5%D0%B4%D0%B5%D1%80%D0%B8%D0%BA",2026-04-06T16:14:47.941377+00:00
883,Q45995914,Frederik Wandahl,mand,2001-05-09,Stockholm,59.329444444,18.068611111,216889,61.0,1.78,0,,https://pl.wikipedia.org/wiki/Frederik_Wandahl,2026-04-06T16:14:58.645811+00:00
884,Q110917111,Frederikke Asfeldt,kvinde,1999-02-14,Herning,56.136111111,8.976666666,260888,,,0,,https://da.wikipedia.org/wiki/Frederikke_Asfeldt,2026-04-06T16:15:09.320851+00:00
198,Q80672962,Fritz Ravn,mand,1929-09-13,Esbjerg,55.470833333,8.451388888,,,,0,,https://simple.wikipedia.org/wiki/Fritz_Ravn,2026-04-06T15:50:01.217116+00:00
885,Q127589,Frode Sørensen,mand,1912-02-08,København,55.676111111,12.568888888,246735,,,0,,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%BE%D0%B4%D0%B5_%D0%A1%D0%B5%D1%80%D0%B5%D0%BD%D1%81%D0%B5%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T16:15:19.776211+00:00
200,Q120200447,Georg Nielsen,mand,,,,,,,,0,,https://de.wikipedia.org/wiki/Georg_Nielsen,2026-04-06T15:50:01.217116+00:00
201,Q107350909,Gerhard Nielsen,mand,1945-01-01,,,,,,,0,,https://de.wikipedia.org/wiki/Gerhard_Nielsen,2026-04-06T15:50:01.217116+00:00
886,Q2610046,Gert Frank,mand,1956-03-15,Hobro,56.633333333,9.8,213518,,,0,,https://uk.wikipedia.org/wiki/%D2%90%D0%B5%D1%80%D1%82_%D0%A4%D1%80%D0%B0%D0%BD%D0%BA,2026-04-06T16:15:30.432007+00:00
887,Q119797877,Gertrud Riis Madsen,kvinde,2004-07-25,Skørping,56.833333333,9.883333333,294399,,,0,,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B4%D1%81%D0%B5%D0%BD,_%D0%93%D0%B5%D1%80%D1%82%D1%80%D1%83%D0%B4",2026-04-06T16:15:41.138224+00:00
888,Q1531039,Glenn Bak,mand,1981-06-27,Ølstykke-Stenløse,55.7667,12.1833,122849,,,0,,https://fr.wikipedia.org/wiki/Glenn_Bak,2026-04-06T16:15:51.815995+00:00
889,Q5576943,Godtfred Olsen,mand,1883-07-22,Roholte,55.195,12.0903,253337,,,0,,https://pt.wikipedia.org/wiki/Godtfred_Olsen,2026-04-06T16:16:03.052961+00:00
206,Q861594,Gunnar Asmussen,mand,1944-05-10,Aarhus,56.156388888,10.209722222,,,,0,,https://uk.wikipedia.org/wiki/%D2%90%D1%83%D0%BD%D0%BD%D0%B0%D1%80_%D0%90%D1%81%D0%BC%D1%83%D1%81%D1%81%D0%B5%D0%BD,2026-04-06T15:50:01.217116+00:00
207,Q44294645,Gunnar Dahl-Olsen,mand,1965-01-12,,,,,,,0,,https://fr.wikipedia.org/wiki/Gunnar_Dahl-Olsen,2026-04-06T15:50:01.217116+00:00
890,Q12314648,Gunnar Tycho Langhoff Andersen,mand,1911-05-12,København,55.676111111,12.568888888,246757,,,0,,https://pt.wikipedia.org/wiki/Gunnar_Andersen,2026-04-06T16:16:13.454187+00:00
891,Q106977802,Gustav Frederik Dahl,mand,2000-11-27,Helsinge,56.02194,12.19944,242845,62.0,1.85,0,,"https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BB%D1%8C,_%D0%93%D1%83%D1%81%D1%82%D0%B0%D0%B2_%D0%A4%D1%80%D0%B5%D0%B4%D0%B5%D1%80%D0%B8%D0%BA",2026-04-06T16:16:24.146931+00:00
210,Q105154589,Gustav Heby Pedersen,mand,2004-07-16,Gug,57.0069,9.9267,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%B4%D0%B5%D1%80%D1%81%D0%B5%D0%BD,_%D0%93%D1%83%D1%81%D1%82%D0%B0%D0%B2_%D0%A5%D0%B5%D0%B1%D1%8E",2026-04-06T15:50:01.217116+00:00
892,Q97127315,Gustav Wang,mand,2003-03-13,Rødovre,55.6811,12.4558,243168,70.0,1.86,0,,https://nl.wikipedia.org/wiki/Gustav_Wang,2026-04-06T16:16:34.671945+00:00
893,Q26899220,Hanne Malmberg,kvinde,1964-11-19,Upernavik,72.783888888,-56.150555555,227216,,,0,,https://fr.wikipedia.org/wiki/Hanne_Malmberg,2026-04-06T16:16:45.120836+00:00
894,Q1579279,Hans Andresen,mand,1927-10-03,Vedbæk,55.8514,12.5685,172443,,,0,,https://de.wikipedia.org/wiki/Hans_Andresen_(Radsportler),2026-04-06T16:16:55.712938+00:00
214,Q17388609,Hans Christian Nielsen,mand,1916-02-16,Region Hovedstaden,55.931507329,12.35011779,,,,0,,https://pt.wikipedia.org/wiki/Hans_Christian_Nielsen,2026-04-06T15:50:01.217116+00:00
895,Q16006619,Hans Olsen,mand,1885-01-01,Roholte,55.195,12.0903,253380,,,0,,https://pt.wikipedia.org/wiki/Hans_Olsen,2026-04-06T16:17:06.234061+00:00
216,Q131380314,Hans Viggo Jensen,mand,1900-04-01,,,,,,,0,,https://de.wikipedia.org/wiki/Hans_Viggo_Jensen_(Radsportler),2026-04-06T15:50:01.217116+00:00
896,Q611893,Hans-Henrik Ørsted,mand,1954-12-13,Grenaa,56.413333333,10.875833333,213204,,,0,,https://eo.wikipedia.org/wiki/Hans-Henrik_%C3%98rsted,2026-04-06T16:17:16.775791+00:00
218,Q129327,Harald Christensen,mand,1907-04-09,Kolding,55.490833333,9.472222222,,,,0,,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D1%80%D0%B0%D0%BB%D1%8C%D0%B4_%D0%9A%D1%80%D1%96%D1%81%D1%82%D0%B5%D0%BD%D1%81%D0%B5%D0%BD_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T15:50:01.217116+00:00
219,Q17388308,Heino Dissing,mand,1912-09-16,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Heino_Dissing,2026-04-06T15:50:01.217116+00:00
897,Q5704481,Helge Hansen,mand,1925-04-02,Kongens Lyngby,55.77,12.5,246590,,,0,,https://pt.wikipedia.org/wiki/Helge_Hansen,2026-04-06T16:17:27.364260+00:00
221,Q19519092,Helge Jacobsen,mand,1915-01-02,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Helge_Jacobsen,2026-04-06T15:50:01.217116+00:00
222,Q125862166,Helle DeLeva,kvinde,,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%9B%D0%B5%D0%B2%D0%B0,_%D0%A5%D0%B5%D0%BB%D0%BB%D0%B5",2026-04-06T15:50:01.217116+00:00
223,Q124807864,Helle Haugaard Jessen,kvinde,1981-11-14,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%99%D0%B5%D1%81%D1%81%D0%B5%D0%BD,_%D0%A5%D0%B5%D0%BB%D0%BB%D0%B5_%D0%A5%D0%B0%D1%83%D0%B3%D0%BE%D1%80",2026-04-06T15:50:01.217116+00:00
224,Q124807863,Helle Qvortrup Bachmann,kvinde,1982-04-06,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%85%D0%BC%D0%B0%D0%BD%D0%BD,_%D0%A5%D0%B5%D0%BB%D0%BB%D0%B5_%D0%9A%D0%B2%D0%BE%D1%80%D1%82%D1%80%D1%83%D0%BF",2026-04-06T15:50:01.217116+00:00
